PlayerID,Name,Age,Position,PreferredPosition,GoalsScored,Assists,MinutesPlayed,Tackles,Interceptions,PassAccuracy,DribblesCompleted,ShotsOnTarget,Height,Weight,OverallRating,PotentialRating,PhysicalStrength,Speed,TechnicalAbility
3024,Player_3024,26,Forward,Central Midfield,10,6,2524,86,12,90.53,38,46,1.74,80,75,72,74.31,59.13,68.13
3025,Player_3025,34,Goalkeeper,Winger,6,13,2382,88,29,66.64,38,40,1.61,56,83,87,80.66,76.78,87.89
3026,Player_3026,30,Goalkeeper,Central Midfield,3,19,2772,60,49,77.3,25,46,1.63,83,59,88,81.14,80.17,96.45
3027,Player_3027,20,Goalkeeper,Winger,18,15,1756,43,39,87.76,5,56,1.87,82,96,95,87.83,50.89,77.33
3028,Player_3028,35,Midfielder,Winger,29,4,1178,85,12,67.26,9,55,1.94,76,90,68,95.81,56.14,98.45
3029,Player_3029,21,Goalkeeper,Fullback,3,14,2553,80,3,83.12,26,5,1.73,55,86,96,65.55,98.04,74.09
3030,Player_3030,40,Midfielder,Winger,1,20,2873,9,39,76.61,44,17,1.62,82,64,61,76.67,89.18,79.27
3031,Player_3031,32,Midfielder,Striker,1,17,1570,39,19,84.37,38,54,1.84,95,86,63,75.06,97.39,65.79
3032,Player_3032,27,Midfielder,Center Back,29,11,2145,92,9,75.33,3,35,1.61,65,95,84,56.56,97.01,87.77
3033,Player_3033,28,Forward,Winger,13,0,643,8,42,61.29,37,51,1.92,70,59,65,62.06,52.97,60.16
3034,Player_3034,22,Midfielder,Striker,15,17,797,92,3,69.29,18,58,1.96,59,67,61,51.47,90.98,64.64
3035,Player_3035,20,Defender,Striker,17,13,555,73,23,64.43,35,29,1.72,92,50,85,63.85,63,67.87
3036,Player_3036,37,Defender,Striker,28,17,771,69,48,62.11,25,67,1.69,78,98,68,54.02,67.69,62.74
3037,Player_3037,21,Forward,Striker,1,1,2328,9,35,60.67,37,10,1.63,74,69,72,96.98,69.18,92.41
3038,Player_3038,28,Forward,Winger,14,7,2927,54,45,92.21,50,61,1.94,73,80,82,85.73,85.99,89.36
3039,Player_3039,22,Midfielder,Striker,27,2,2832,10,33,73.63,5,49,1.8,100,94,71,64.66,59.7,97.49
3040,Player_3040,27,Goalkeeper,Winger,16,18,824,75,19,79.88,37,15,1.79,56,94,80,84.49,92.69,91.38
3041,Player_3041,27,Defender,Striker,15,12,2165,0,36,64.22,21,21,1.62,57,52,95,82.62,52.14,54.54
3042,Player_3042,40,Goalkeeper,Striker,10,5,1915,84,1,63.75,49,34,1.85,52,57,61,50.94,50.56,82.72
3043,Player_3043,34,Forward,Goalkeeper,7,2,2545,88,6,74.56,41,36,1.81,53,83,76,79.56,54.69,94.46
3044,Player_3044,38,Goalkeeper,Fullback,8,1,759,31,46,67.66,19,5,1.73,90,56,85,67.54,67.1,57.02
3045,Player_3045,22,Midfielder,Striker,3,7,906,55,48,92.62,34,61,1.97,63,60,75,87.61,86.39,90.02
3046,Player_3046,27,Forward,Goalkeeper,7,10,1961,69,23,72.63,24,6,2.09,62,64,94,75.82,73.07,67.04
3047,Player_3047,28,Goalkeeper,Goalkeeper,26,7,1255,96,21,64.95,30,34,1.91,52,53,99,98.14,92.22,67.03
3048,Player_3048,30,Goalkeeper,Goalkeeper,20,9,1799,39,39,68.93,7,65,1.67,85,77,89,79.81,96.04,60.07
3049,Player_3049,23,Forward,Central Midfield,28,18,2978,36,26,74.33,16,68,1.86,54,62,97,64.18,61.45,51.15
3050,Player_3050,31,Defender,Fullback,24,8,2330,88,49,70.18,7,22,1.7,51,91,75,80.73,80.83,52.39
3051,Player_3051,23,Forward,Winger,16,17,1896,53,19,81.92,22,32,2.09,68,98,85,96.46,87.64,96.28
3052,Player_3052,37,Defender,Center Back,19,10,1402,61,47,75.73,1,29,1.8,90,70,90,85.34,58.55,53.26
3053,Player_3053,35,Defender,Winger,18,12,1194,14,46,71.06,16,58,1.83,73,71,77,83.06,89.94,57.43
3054,Player_3054,25,Defender,Central Midfield,21,15,1528,68,9,88.53,13,31,1.94,84,67,84,76.62,50.07,95.37
3055,Player_3055,37,Defender,Goalkeeper,6,12,1313,53,1,73.12,48,42,1.63,73,74,67,59.89,74.18,64.49
3056,Player_3056,40,Midfielder,Striker,20,20,1174,93,39,64.82,27,58,1.72,55,90,89,59.54,63.97,72.32
3057,Player_3057,39,Defender,Striker,3,2,968,91,24,81.27,18,41,1.87,91,84,92,58.66,86.58,69.61
3058,Player_3058,40,Goalkeeper,Goalkeeper,28,10,1299,76,1,75.36,45,25,1.79,62,98,88,78.31,51.75,76.22
3059,Player_3059,23,Forward,Winger,27,1,1475,81,6,81.68,24,70,1.67,58,71,65,73.57,64.71,58.66
3060,Player_3060,18,Forward,Winger,17,15,973,32,21,68.23,14,50,1.98,91,64,70,82.64,89.7,77.76
3061,Player_3061,40,Midfielder,Goalkeeper,0,19,1320,55,35,91.61,20,50,1.79,64,55,84,50.95,73.75,69.07
3062,Player_3062,19,Forward,Fullback,21,19,2328,0,4,78.28,13,29,1.88,87,82,83,71.59,50.35,88.62
3063,Player_3063,26,Forward,Goalkeeper,9,9,649,60,41,93.09,42,38,1.75,91,50,89,86.31,54.46,96.47
3064,Player_3064,27,Midfielder,Striker,27,13,2238,33,3,87.35,31,44,1.68,98,85,78,97.96,51.13,94.14
3065,Player_3065,40,Forward,Striker,5,14,2850,47,41,66.89,28,45,2.1,96,74,65,70.36,75.83,50.76
3066,Player_3066,25,Forward,Striker,13,11,1940,44,45,87.48,32,66,1.86,87,59,93,93.73,66.48,63.14
3067,Player_3067,20,Defender,Goalkeeper,0,2,2296,66,25,86.39,0,47,1.91,80,91,79,82.4,81.3,55.95
3068,Player_3068,19,Goalkeeper,Striker,29,17,1942,64,4,87.67,19,18,1.78,86,73,80,62.68,89.19,85.3
3069,Player_3069,28,Goalkeeper,Striker,12,16,1736,70,7,92.67,16,65,1.64,52,94,85,74.89,62.18,82.6
3070,Player_3070,22,Goalkeeper,Central Midfield,2,6,1009,96,26,80.04,22,0,2.08,62,85,87,58.15,90.97,84.54
3071,Player_3071,23,Defender,Goalkeeper,15,19,1545,3,21,73.79,9,28,2.06,84,51,93,82.83,76.25,83.33
3072,Player_3072,39,Defender,Fullback,11,16,1553,75,40,66.28,12,49,2.06,100,59,99,56.93,60.17,77.41
3073,Player_3073,21,Forward,Fullback,3,6,2059,11,37,62.48,46,9,1.68,90,81,92,90.23,59.45,79.36
3074,Player_3074,21,Defender,Goalkeeper,6,17,833,28,36,93.4,44,24,2,50,70,93,50.96,57.25,50.48
3075,Player_3075,21,Forward,Center Back,16,0,1908,24,20,94.72,47,28,1.85,80,66,92,71.08,57.15,70.77
3076,Player_3076,18,Midfielder,Center Back,11,2,2302,81,45,90.1,41,26,1.7,77,52,99,56.49,53.16,52.44
3077,Player_3077,38,Forward,Fullback,16,9,1661,26,3,71.48,9,4,2.01,75,74,86,77.06,93.07,51.83
3078,Player_3078,34,Forward,Fullback,4,19,2008,31,18,66.07,41,22,2.1,78,83,88,83.6,64.22,74.16
3079,Player_3079,33,Midfielder,Winger,20,16,598,5,43,61.85,49,47,1.89,87,90,87,67.36,74.01,86.68
3080,Player_3080,23,Forward,Goalkeeper,8,4,2853,94,1,76.8,3,23,2.05,88,52,68,57.9,70.97,53.79
3081,Player_3081,34,Goalkeeper,Center Back,28,18,1839,75,12,70.05,3,2,2.05,83,65,91,53.26,93.82,77.42
3082,Player_3082,39,Forward,Winger,11,9,1361,24,17,76.24,20,47,2.04,61,94,82,98.35,89.63,73.6
3083,Player_3083,36,Midfielder,Goalkeeper,30,1,1290,79,4,64.7,23,40,1.8,53,75,75,67.42,53.11,84.3
3084,Player_3084,19,Midfielder,Center Back,21,10,1475,8,39,74.9,4,42,1.8,97,67,75,67.4,76.01,82.65
3085,Player_3085,31,Defender,Fullback,28,2,534,67,48,78.63,11,53,2,100,89,60,59.11,91.21,86.66
3086,Player_3086,35,Goalkeeper,Goalkeeper,19,7,1023,57,32,69.28,47,33,1.63,91,92,88,55.68,50.06,96.1
3087,Player_3087,21,Goalkeeper,Center Back,25,13,504,15,6,81.02,8,58,1.6,87,93,85,62.79,88.82,50.65
3088,Player_3088,28,Midfielder,Striker,29,6,1039,22,41,61.36,35,49,2,53,94,68,88.47,68.92,61.48
3089,Player_3089,20,Defender,Central Midfield,23,13,2891,96,19,84.59,28,1,1.66,55,66,66,59.12,65.48,96.34
3090,Player_3090,22,Goalkeeper,Winger,24,7,2357,48,49,78.67,46,9,2.06,97,69,88,53.28,95.06,57.44
3091,Player_3091,35,Goalkeeper,Goalkeeper,10,13,553,49,16,74.48,49,27,1.68,90,93,80,67.52,65.84,75.54
3092,Player_3092,28,Defender,Striker,23,1,1202,70,1,73.73,11,63,1.63,80,54,97,94.88,90.34,69.59
3093,Player_3093,40,Goalkeeper,Goalkeeper,26,16,1628,74,7,68.16,33,9,1.66,77,73,64,70.21,50.65,69.99
3094,Player_3094,21,Midfielder,Striker,25,9,716,26,16,92.69,10,12,1.7,90,97,98,63.54,83.35,85.78
3095,Player_3095,22,Defender,Striker,7,17,2379,30,5,60.17,42,2,1.99,64,96,66,98.59,68.68,59.29
3096,Player_3096,33,Goalkeeper,Goalkeeper,9,4,2100,95,6,94.48,5,29,1.94,53,57,71,73.78,93.72,68
3097,Player_3097,21,Defender,Winger,0,11,1284,89,36,63.25,4,16,1.61,65,70,93,84.58,55.6,98.42
3098,Player_3098,33,Midfielder,Central Midfield,21,13,1850,25,2,69.77,5,1,2.07,62,79,63,58.44,91,90.57
3099,Player_3099,30,Forward,Center Back,5,8,2200,74,12,80.89,1,31,1.63,87,84,98,72.7,81.83,92.91
3100,Player_3100,38,Midfielder,Center Back,23,16,1984,17,8,76.35,23,16,1.61,66,76,66,89.92,59.18,50.05
3101,Player_3101,21,Forward,Goalkeeper,16,1,1125,72,7,67.65,5,25,2.1,52,51,70,81.88,80.14,80.75
3102,Player_3102,35,Forward,Striker,30,0,2519,39,11,71.48,17,34,1.63,64,98,71,68.11,78.17,53.67
3103,Player_3103,40,Forward,Goalkeeper,15,15,2535,79,33,72.01,50,4,1.97,94,95,93,54.05,86.18,74.14
3104,Player_3104,30,Defender,Center Back,13,15,1937,48,45,68.37,10,35,2.07,64,67,72,98.99,94.72,79.47
3105,Player_3105,27,Goalkeeper,Central Midfield,29,15,1436,90,45,94.05,25,60,1.69,97,92,65,85.61,86.36,60.31
3106,Player_3106,27,Midfielder,Fullback,14,3,1714,61,4,65.62,23,58,1.69,75,53,94,70.49,91.38,71.53
3107,Player_3107,30,Defender,Fullback,2,15,2893,73,43,66.18,10,23,2,86,69,82,75.19,52.76,80.08
3108,Player_3108,36,Forward,Striker,18,20,2214,62,8,90.38,3,58,2.06,71,82,74,93.82,65.27,63.8
3109,Player_3109,26,Defender,Goalkeeper,15,8,1439,90,20,83.16,50,41,1.86,65,65,98,57.8,94.67,95.22
3110,Player_3110,32,Goalkeeper,Striker,15,13,1703,27,23,85.48,28,47,1.67,72,94,69,68.16,83.76,74.42
3111,Player_3111,28,Forward,Winger,23,15,2870,32,48,75.39,43,23,2.04,53,86,76,53.87,89.56,85.96
3112,Player_3112,24,Forward,Fullback,28,18,912,32,1,90.94,36,56,1.65,74,85,91,81.32,53.02,83.89
3113,Player_3113,37,Goalkeeper,Center Back,30,12,1714,70,38,79.97,7,40,1.88,67,50,86,73.84,71.66,68.99
3114,Player_3114,35,Midfielder,Striker,14,5,2730,51,44,69.14,7,52,1.69,94,71,89,74.74,86.32,87.32
3115,Player_3115,31,Forward,Winger,9,19,2131,3,49,62.2,39,64,2.06,98,96,79,85.64,78.21,78.4
3116,Player_3116,24,Goalkeeper,Striker,17,14,2142,75,25,60.88,26,38,1.65,59,76,75,51.14,89.21,74.81
3117,Player_3117,33,Goalkeeper,Goalkeeper,28,8,2873,3,14,82.55,39,34,1.75,87,78,61,63.25,78.56,72.3
3118,Player_3118,32,Forward,Striker,10,3,1037,92,5,93.39,18,11,1.78,94,75,69,93.55,64.72,56.23
3119,Player_3119,27,Midfielder,Central Midfield,29,18,1060,76,3,67.93,12,45,1.72,79,60,65,84.25,68.1,82.79
3120,Player_3120,33,Defender,Striker,28,20,2083,73,21,67.29,21,55,1.99,50,99,74,91.09,95.07,87.07
3121,Player_3121,20,Goalkeeper,Central Midfield,25,6,2816,4,21,74.98,32,26,1.82,68,79,71,79.36,56.5,62.56
3122,Player_3122,20,Goalkeeper,Fullback,12,10,1617,97,26,85.08,7,58,2.03,99,50,75,70.79,71.32,61.24
3123,Player_3123,33,Forward,Central Midfield,19,17,661,86,26,65.8,20,4,1.69,95,78,73,62.99,54.22,67.8
3124,Player_3124,23,Goalkeeper,Striker,15,7,1068,47,1,63.82,42,49,2.07,98,75,88,56.55,90.18,77.09
3125,Player_3125,25,Midfielder,Goalkeeper,28,5,1162,68,50,79.32,28,58,2.03,50,58,99,94.76,54.79,87.37
3126,Player_3126,18,Forward,Winger,19,20,2588,41,41,72.13,40,42,1.81,71,85,92,82.1,81.2,84.35
3127,Player_3127,39,Goalkeeper,Striker,29,12,1149,83,13,79.51,30,8,1.73,59,84,93,63.42,81.64,81.62
3128,Player_3128,38,Goalkeeper,Fullback,4,16,2887,80,5,69.79,10,23,2.08,77,74,94,85.52,93.64,63.77
3129,Player_3129,27,Goalkeeper,Winger,18,18,2912,89,14,72.92,18,24,2.06,71,77,95,51.6,78.8,62.32
3130,Player_3130,22,Forward,Center Back,23,18,1708,10,50,72.97,2,55,2.08,94,54,85,81.23,90.85,63.77
3131,Player_3131,33,Goalkeeper,Central Midfield,21,5,672,46,11,93,11,38,1.89,83,64,99,80.1,95.55,91.5
3132,Player_3132,27,Midfielder,Fullback,14,20,2549,0,2,69.85,23,15,1.7,72,56,62,68.27,85.3,93.14
3133,Player_3133,34,Goalkeeper,Central Midfield,7,20,2614,64,6,80.85,33,17,1.98,87,66,82,78,79.06,68.44
3134,Player_3134,25,Goalkeeper,Striker,14,12,1549,20,26,61.82,27,38,1.91,67,93,84,94.61,82.51,90.14
3135,Player_3135,23,Midfielder,Winger,3,7,1463,40,35,68.06,35,26,1.69,79,87,81,51.27,88.02,95.08
3136,Player_3136,33,Goalkeeper,Central Midfield,30,11,1461,15,10,80.91,10,18,1.84,70,64,94,55.78,60.85,51.56
3137,Player_3137,29,Midfielder,Goalkeeper,12,4,2738,56,31,93.8,37,23,1.64,57,75,77,98.6,56.36,97.89
3138,Player_3138,35,Defender,Winger,7,3,905,31,13,94.97,15,24,1.78,68,93,71,59.27,83.93,92.32
3139,Player_3139,32,Forward,Winger,13,0,1095,28,12,86.75,19,33,1.62,80,56,63,60.1,65.22,61.95
3140,Player_3140,31,Defender,Fullback,26,5,859,43,35,84.22,6,11,1.83,100,78,80,83.03,77.19,95.79
3141,Player_3141,25,Defender,Winger,26,2,2542,3,46,91.89,42,49,1.87,52,73,71,69.52,92.61,93.05
3142,Player_3142,28,Goalkeeper,Winger,30,9,1276,5,32,87.19,8,67,1.79,56,56,60,94.9,70.98,65.48
3143,Player_3143,30,Forward,Goalkeeper,0,14,1139,8,47,82.34,30,9,1.85,56,54,89,62.06,77.57,70.44
3144,Player_3144,19,Forward,Fullback,16,20,1939,81,47,81.96,36,67,1.98,54,61,79,72.66,61.86,85.13
3145,Player_3145,38,Forward,Striker,28,8,1173,84,42,62.34,39,31,2.08,96,76,65,96.48,52.1,73.83
3146,Player_3146,34,Forward,Center Back,3,12,744,28,48,75.43,31,16,2,63,96,66,58.49,90.49,94.63
3147,Player_3147,37,Defender,Fullback,14,5,1699,89,35,66.68,15,64,1.71,100,57,70,59.8,77.85,70.09
3148,Player_3148,28,Midfielder,Goalkeeper,9,18,1565,100,49,86.88,41,56,1.97,91,86,83,59.44,77.46,86.58
3149,Player_3149,19,Forward,Winger,21,10,1768,27,32,84.74,33,61,1.65,65,82,81,74.17,62.99,70.46
3150,Player_3150,26,Midfielder,Center Back,6,4,1172,23,8,82.64,34,67,1.93,90,76,74,79.32,96.62,50.69
3151,Player_3151,30,Midfielder,Goalkeeper,1,2,1297,0,16,72.01,47,30,2.08,84,62,90,78.55,85.37,66.55
3152,Player_3152,28,Defender,Center Back,18,11,2751,89,4,63.87,46,4,1.79,90,60,88,93.53,52.41,50.3
3153,Player_3153,27,Defender,Striker,11,1,842,47,38,79.92,5,58,2.1,99,50,99,86.85,94.27,98.71
3154,Player_3154,27,Goalkeeper,Center Back,27,7,1111,6,21,89.67,46,60,2.03,75,94,88,71.2,58.45,90.32
3155,Player_3155,33,Defender,Winger,25,5,909,41,17,86.59,9,27,1.89,93,71,89,85.54,79.88,74.77
3156,Player_3156,35,Midfielder,Center Back,12,12,1832,46,8,83.12,9,67,1.76,57,76,99,94.2,74.45,86.35
3157,Player_3157,38,Defender,Fullback,17,9,2744,16,23,92.59,44,6,1.9,50,84,94,89.93,66.59,85.08
3158,Player_3158,18,Forward,Goalkeeper,4,7,1314,85,34,83.58,1,8,1.88,100,50,61,98.77,93.81,97.37
3159,Player_3159,21,Forward,Goalkeeper,16,18,2471,42,24,72.91,23,53,1.71,84,65,79,58.06,55.8,51.26
3160,Player_3160,20,Forward,Center Back,8,0,2205,0,50,71.27,40,56,1.62,92,55,97,58.57,88.25,51.39
3161,Player_3161,27,Forward,Center Back,19,14,1050,13,4,89.59,50,39,1.63,73,65,65,60.6,90.58,53.65
3162,Player_3162,21,Forward,Winger,0,13,1884,19,10,77.84,32,67,1.77,90,87,66,55.88,91.69,55.31
3163,Player_3163,39,Defender,Winger,29,6,1172,49,24,73.48,37,10,1.66,95,85,76,95.96,97.44,64.33
3164,Player_3164,29,Forward,Striker,22,4,2622,53,7,91.97,18,11,1.74,54,56,60,84.33,98.27,81.74
3165,Player_3165,37,Goalkeeper,Fullback,10,8,1188,15,31,89.34,18,70,2.09,60,77,93,75.23,75.82,52.86
3166,Player_3166,37,Forward,Goalkeeper,2,12,2909,96,37,90.32,22,39,1.98,53,63,75,85.27,73.31,63.69
3167,Player_3167,19,Forward,Striker,4,4,891,36,21,89.76,38,21,1.64,99,99,64,93.93,86.26,82.61
3168,Player_3168,35,Defender,Fullback,9,3,537,82,43,71.74,38,59,1.95,88,77,63,64.12,63.15,72.07
3169,Player_3169,20,Midfielder,Center Back,25,10,1673,93,16,88.5,44,48,1.92,85,80,78,68.69,75.19,82.59
3170,Player_3170,36,Defender,Winger,28,7,2358,1,48,75.9,48,3,1.95,75,62,79,70.67,90.3,87.85
3171,Player_3171,31,Forward,Striker,11,12,1386,75,34,77.07,44,12,1.7,83,57,66,55.89,86.13,74.81
3172,Player_3172,20,Goalkeeper,Goalkeeper,6,7,1383,80,47,84.34,17,65,2.03,73,52,84,79.57,54.44,81.42
3173,Player_3173,19,Goalkeeper,Central Midfield,16,18,2882,9,21,60.55,7,70,1.87,84,50,96,83.71,91.04,82.41
3174,Player_3174,37,Defender,Winger,16,17,2246,60,26,82.58,36,65,1.65,57,72,89,75.91,61.66,54
3175,Player_3175,22,Defender,Central Midfield,22,5,2986,90,48,78.4,10,16,1.62,60,90,61,67.63,77.36,92.34
3176,Player_3176,38,Defender,Goalkeeper,1,9,1172,96,22,70.34,36,20,1.94,97,51,88,51.27,56.23,55.27
3177,Player_3177,38,Goalkeeper,Goalkeeper,6,15,2279,71,29,75.82,48,56,1.83,99,81,93,67.66,78.52,84.65
3178,Player_3178,20,Defender,Striker,13,2,575,26,38,80.04,28,68,2,80,81,93,75.12,82.99,69.58
3179,Player_3179,24,Forward,Winger,2,14,2846,18,41,91.91,45,45,2.06,55,71,92,97.17,83.01,54.04
3180,Player_3180,34,Forward,Center Back,13,17,1575,92,33,88.67,1,42,1.76,70,58,62,64.14,98.03,80.06
3181,Player_3181,24,Goalkeeper,Striker,5,5,1929,81,44,89.27,35,52,1.72,52,96,96,66.94,70,65.55
3182,Player_3182,27,Defender,Central Midfield,13,17,2193,14,15,62,6,12,1.71,56,59,93,77.63,71.88,54.28
3183,Player_3183,26,Defender,Central Midfield,2,2,552,13,42,77.53,2,62,1.86,98,84,72,93.81,75.81,83.79
3184,Player_3184,18,Forward,Winger,21,14,2459,86,13,70.46,11,37,2.03,88,74,88,89.14,85.9,78.87
3185,Player_3185,19,Defender,Winger,13,14,857,14,45,62.37,34,22,2.08,53,59,68,70.17,82.48,63.81
3186,Player_3186,22,Defender,Goalkeeper,17,16,2416,55,30,85.59,21,37,1.93,60,52,87,85.21,91.7,92.85
3187,Player_3187,22,Forward,Central Midfield,30,6,1056,18,11,88.08,45,57,1.99,89,53,89,92.3,96.85,86.15
3188,Player_3188,27,Defender,Fullback,24,20,2523,23,5,61.8,12,43,1.87,82,90,63,66.23,51.42,97.71
3189,Player_3189,34,Midfielder,Central Midfield,26,12,2823,72,50,78.4,34,36,1.83,88,82,84,81.64,58.39,57.11
3190,Player_3190,22,Goalkeeper,Central Midfield,26,2,2178,98,13,64.91,21,2,1.69,64,75,82,63.27,81.11,69.91
3191,Player_3191,32,Defender,Goalkeeper,0,18,2291,97,31,93.48,49,36,1.89,90,55,84,90.79,95.53,84.42
3192,Player_3192,18,Forward,Striker,5,18,1209,89,35,73.52,24,56,1.89,59,93,68,87.6,80.27,55.79
3193,Player_3193,20,Goalkeeper,Striker,19,20,1141,50,46,69.95,43,2,1.73,60,70,64,91.07,72.94,93.17
3194,Player_3194,40,Defender,Fullback,30,14,1546,85,1,60.52,19,42,1.82,68,54,62,67.46,54.36,71.68
3195,Player_3195,32,Midfielder,Goalkeeper,25,1,2813,2,34,71.05,33,27,1.93,92,64,93,62.15,63.62,67.24
3196,Player_3196,29,Defender,Center Back,24,13,1862,90,43,77.46,6,23,2.09,99,51,81,58.66,71.69,55.49
3197,Player_3197,34,Midfielder,Goalkeeper,17,12,1888,69,33,94.32,1,41,2,92,53,92,77.79,92.49,85.43
3198,Player_3198,34,Forward,Fullback,3,18,2789,67,29,67.99,27,4,1.97,54,96,88,97.02,85.51,73.61
3199,Player_3199,30,Defender,Winger,21,0,2245,16,47,65.07,25,57,2.03,82,57,78,64.6,84.01,93.53
3200,Player_3200,30,Defender,Fullback,20,20,2806,72,37,74.71,30,36,1.89,81,87,72,51.25,53.37,58.02
3201,Player_3201,30,Midfielder,Fullback,1,17,2792,72,26,83.19,32,13,1.61,57,67,86,52.73,88.18,57.3
3202,Player_3202,29,Goalkeeper,Striker,28,11,2095,22,13,93.67,31,58,1.63,95,67,90,66.89,93.11,58.75
3203,Player_3203,19,Midfielder,Fullback,21,11,1488,96,40,63.38,19,54,1.91,83,67,99,92.42,89.49,80.27
3204,Player_3204,37,Forward,Striker,19,18,570,16,33,78.19,23,20,1.87,91,90,95,88.27,82.72,50.9
3205,Player_3205,37,Defender,Winger,0,15,1460,39,2,89.83,17,44,1.99,58,82,77,62.78,54.61,53.77
3206,Player_3206,24,Forward,Central Midfield,15,14,1270,22,19,76.13,18,54,1.89,82,81,82,79.24,88.55,68.89
3207,Player_3207,22,Defender,Central Midfield,8,13,1415,66,47,92.99,48,10,2,97,50,88,61.41,60.95,64.15
3208,Player_3208,21,Defender,Winger,19,13,1254,27,4,82.69,42,32,2.04,80,52,65,59.61,70.35,88.04
3209,Player_3209,27,Defender,Central Midfield,3,9,2523,4,27,85.59,1,29,1.61,83,69,77,78.61,64.37,71.51
3210,Player_3210,24,Forward,Fullback,7,7,2242,16,36,89.33,16,20,1.87,63,67,62,63.92,54.21,77.07
3211,Player_3211,28,Defender,Fullback,25,18,2351,3,5,71.22,46,30,1.75,96,61,76,56.5,53.73,51.31
3212,Player_3212,32,Goalkeeper,Winger,4,5,933,51,10,92.51,6,31,1.96,65,64,78,76.56,54.1,74.95
3213,Player_3213,20,Goalkeeper,Striker,1,5,2590,39,33,69.51,28,4,1.65,60,82,62,79.63,79.59,53.09
3214,Player_3214,25,Forward,Goalkeeper,12,19,609,30,37,88.73,37,23,1.74,73,96,87,57.97,63.37,56.77
3215,Player_3215,33,Goalkeeper,Goalkeeper,26,14,2581,78,35,87.16,2,55,1.69,73,80,75,59.99,98.27,67.96
3216,Player_3216,38,Goalkeeper,Winger,30,12,737,10,31,92.7,18,2,2,58,76,65,50.53,80.78,83.01
3217,Player_3217,40,Defender,Winger,29,10,2315,86,21,85.43,8,10,1.7,51,97,88,53.53,98.51,56.06
3218,Player_3218,25,Midfielder,Center Back,11,11,2819,45,21,83.74,8,52,2.1,93,94,92,84.28,65.86,97.73
3219,Player_3219,34,Defender,Fullback,7,11,2896,63,29,79.12,7,22,2.03,56,59,66,70.41,89.74,56.71
3220,Player_3220,35,Forward,Winger,22,2,2143,74,4,60.43,1,47,2.05,63,99,95,59.75,63.5,85.78
3221,Player_3221,31,Goalkeeper,Striker,16,14,2382,69,45,66.32,35,5,1.96,57,91,87,86.81,79.21,79.18
3222,Player_3222,22,Defender,Fullback,21,9,1913,64,38,85.75,30,68,2.08,76,51,84,96.24,71.1,77.06
3223,Player_3223,28,Forward,Central Midfield,22,20,2500,97,16,73.35,50,8,1.65,99,96,80,53.75,58.85,81.91
3224,Player_3224,22,Goalkeeper,Center Back,4,13,1901,37,14,69.58,48,55,2.09,96,78,83,67.82,93.58,65.66
3225,Player_3225,18,Forward,Center Back,15,20,2001,83,42,77.6,4,19,2.06,87,93,80,75,67.81,98.11
3226,Player_3226,19,Goalkeeper,Center Back,19,5,873,47,37,87.71,34,3,1.62,65,78,99,63.23,59.23,67.98
3227,Player_3227,29,Midfielder,Central Midfield,30,6,2054,95,39,92.1,28,63,1.6,70,93,88,76.2,59.66,85.7
3228,Player_3228,29,Goalkeeper,Goalkeeper,10,10,1354,45,14,93.47,13,6,1.67,96,70,99,56.45,89.02,87.64
3229,Player_3229,19,Goalkeeper,Central Midfield,10,17,1349,90,42,69.63,28,56,1.85,54,94,65,51.1,56.63,94.79
3230,Player_3230,33,Goalkeeper,Fullback,25,5,2770,77,42,72.78,50,5,2.09,87,83,71,98.31,62.35,56.15
3231,Player_3231,32,Forward,Striker,17,6,2077,78,39,69.25,38,48,1.82,87,70,95,52.92,78.4,85.54
3232,Player_3232,35,Forward,Fullback,4,13,1742,100,5,77.22,1,49,1.91,88,94,77,61.08,82.33,52.2
3233,Player_3233,23,Defender,Striker,3,5,2476,74,13,88.37,29,10,1.97,69,76,76,57.21,78.18,89.7
3234,Player_3234,34,Midfielder,Goalkeeper,16,10,2553,44,37,60.14,39,36,1.74,73,64,97,89.64,51.3,79.63
3235,Player_3235,36,Defender,Central Midfield,25,5,2866,1,4,85.22,24,26,2.07,100,62,88,84.02,64.81,84
3236,Player_3236,34,Defender,Central Midfield,2,6,1550,67,34,87.13,10,28,1.95,62,86,63,85.1,65.62,82.81
3237,Player_3237,31,Midfielder,Central Midfield,0,16,1387,90,9,78.1,34,1,1.72,89,55,94,82.22,65.37,50.61
3238,Player_3238,28,Defender,Central Midfield,28,4,1882,94,19,65.6,26,44,2.1,74,60,66,52.64,64.43,97.36
3239,Player_3239,29,Forward,Center Back,24,16,1968,88,6,74.9,14,57,1.87,61,88,85,57.43,80.63,81.9
3240,Player_3240,30,Forward,Central Midfield,16,8,864,12,45,75.89,15,58,1.96,71,88,89,67.46,76.75,67.02
3241,Player_3241,31,Goalkeeper,Fullback,21,5,1737,99,28,93.29,4,15,1.88,97,62,69,93.23,95.29,81
3242,Player_3242,21,Goalkeeper,Winger,5,2,1622,2,40,69.07,29,57,1.78,76,63,88,78.92,80.66,97.34
3243,Player_3243,30,Goalkeeper,Striker,1,19,1131,12,44,83.41,23,46,1.97,75,89,81,57.42,62.71,51.71
3244,Player_3244,36,Forward,Center Back,27,11,2994,11,7,68.07,31,46,1.95,72,51,85,93.84,96.09,93.33
3245,Player_3245,34,Midfielder,Fullback,20,17,1481,64,18,69.45,33,29,1.95,61,97,65,57.67,54.95,88.73
